編號		地址
45142 >>> 新北市三重區中正北路312巷5號
45147 >>> 宜蘭縣頭城鎮青雲路三段159號
45149 >>> 宜蘭縣礁溪鄉中山路一段126號
45150 >>> 新北市新店區安康路一段206號
45151 >>> 新北市新店區中華路60巷6號
45154 >>> 新北市中和區南山路238號
45156 >>> 新北市新店區安民街189-1號
45158 >>> 新北市中和區中正路281之2號
45160 >>> 新北市新店區民權路151號
45162 >>> 新北市中和區圓通路294之4號1樓
45163 >>> 新北市土城區明德路一段241號1F
45165 >>> 新北市新店區寶橋路235巷131號
45167 >>> 新北市新店區行政街17巷3號
45168 >>> 新北市新店區寶橋路235巷7號
45178 >>> 新北市中和區光華街6號
45184 >>> 新北市永和區秀朗路二段18號
45186 >>> 新北市中和區安樂路217巷21弄12號1樓
45188 >>> 新北市中和區連城路469巷44弄
45189 >>> 新北市中和區景德街5號11樓之20
45196 >>> 新北市三峽區永安街151號
45202 >>> 新北市樹林區大安路111巷26弄11號
45204 >>> 新北市樹林區三福街62號
45224 >>> 新北市蘆洲區民族路512號
45228 >>> 新北市三重區仁美街99號
45236 >>> 新北市土城區廣明街92號
45247 >>> 新北市土城區中正路60號
45258 >>> 新北市永和區永元路25號
45260 >>> 新北市永和區中正路395號
45261 >>> 新北市永和區中山路一段238號
45263 >>> 新北市中和區立德街98巷89號
45264 >>> 新北市永和區中和路347號
45265 >>> 新北市永和區得和路403號
45267 >>> 新北市樹林區東華街1號
45268 >>> 新北市樹林區中華路283號3F之4
45269 >>> 新北市樹林區中山路一段186-1號
45274 >>> 新北市樹林區中山路一段137巷2號
45278 >>> 新北市新莊區中榮街152巷40號
45322 >>> 桃園市桃園區復興路99號2樓241櫃
45384 >>> 新北市新莊區中原路271號
45460 >>> 桃園市平鎮區廣明路11號
45461 >>> 桃園市平鎮區中豐路南勢一段176號
45462 >>> 桃園市平鎮區延平路一段151號
45463 >>> 桃園市平鎮區民族路111號
45465 >>> 桃園市平鎮區新光路54號
45467 >>> 桃園市平鎮區金陵路36號
45468 >>> 桃園市平鎮區金陵路三段255號
45469 >>> 桃園市平鎮區金陵路四段409號
45471 >>> 桃園市平鎮區南豐路61號
45472 >>> 桃園市中壢區健行路103號
45473 >>> 桃園市中壢區中正路223號
45474 >>> 桃園市平鎮區湧安路40號
45475 >>> 桃園市中壢區健行路43-1號
45479 >>> 桃園市中壢區龍岡路一段287號
45480 >>> 桃園市中壢區龍岡路二段28號
45481 >>> 桃園市中壢區中山路492號
45483 >>> 桃園市中壢區龍東路356號
45484 >>> 桃園市中壢區龍東路400號
45486 >>> 桃園市楊梅區瑞溪路二段50號
45490 >>> 桃園市中壢區中豐路56號
45491 >>> 桃園市中壢區環西路二段236號
45493 >>> 桃園市中壢區中正路1069號
45495 >>> 桃園市中壢區環中東路二段14號
45497 >>> 桃園市楊梅區中山北路二段87巷2弄27號
45501 >>> 桃園市中壢區福州一街80號
45502 >>> 桃園市中壢區民族路五段342號
45503 >>> 桃園市中壢區中正路1043號
45505 >>> 桃園市中壢區興忠街62號
45513 >>> 桃園市中壢區興農路107號
45514 >>> 桃園市中壢區西園路75號
45515 >>> 桃園市中壢區新生路553號
45519 >>> 桃園市中壢區中華路一段98號
45535 >>> 桃園市觀音區中山路二段628號
45537 >>> 桃園市桃園區國豐六街6號
45551 >>> 桃園市龍潭區龍青路25號
45552 >>> 桃園市龍潭區東龍路329號
45553 >>> 桃園市龍潭區龍元路79號
45555 >>> 桃園市龍潭區民族路306號
45557 >>> 桃園市龍潭區龍元路38號
45562 >>> 桃園市大溪區慈湖路8號
45565 >>> 桃園市楊梅區大華街76號
45566 >>> 桃園市大溪區仁和路一段294號
45567 >>> 桃園市大溪區慈湖路8號
45568 >>> 桃園市楊梅區民族路五段147巷8號
45580 >>> 桃園市楊梅區大成路153號
45581 >>> 桃園市楊梅區中華街39號
45582 >>> 桃園市楊梅區民生街10號
45588 >>> 桃園市新屋區民族路六段573號
45597 >>> 新竹縣湖口鄉達生路58號
45599 >>> 新竹縣湖口鄉中正路一段43號
45601 >>> 桃園市中壢區興仁路一段105號
45603 >>> 桃園市大園區新生路1號
45605 >>> 桃園市大園區中正東路118號
45611 >>> 桃園市大園區中正東路65號
45612 >>> 桃園市蘆竹區大竹路505號
45619 >>> 桃園市觀音區大觀路二段181號
45620 >>> 新竹縣湖口鄉中山路二段122號
45621 >>> 桃園市觀音區大觀路二段70號
45623 >>> 新竹縣新豐鄉新庄路180號
45625 >>> 新竹縣湖口鄉達生路99號
45636 >>> 桃園市桃園區慈光街131巷20號
45637 >>> 桃園市桃園區宏昌六街127號
45640 >>> 桃園市桃園區中正路607號
45641 >>> 桃園市龜山區萬壽路二段1108號
45642 >>> 桃園市蘆竹區南崁路一段52號
45645 >>> 桃園市桃園區永安路185號
45673 >>> 桃園市龜山區民生北路一段254號
45674 >>> 桃園市龜山區萬壽路一段330號
45675 >>> 桃園市龜山區萬壽路二段1042號
45678 >>> 桃園市桃園區義光街4號
45682 >>> 桃園市蘆竹區南竹路一段78號
45684 >>> 桃園市桃園區春日路1098號
45685 >>> 桃園市桃園區三民路三段353號
45687 >>> 桃園市桃園區建國路229號
45688 >>> 桃園市桃園區中正路611號
45692 >>> 桃園市龜山區中興路31號
45693 >>> 桃園市桃園區中山路649之1號
45694 >>> 桃園市桃園區永安路303巷21弄7之2號3樓
45696 >>> 桃園市桃園區中正路397號
45705 >>> 桃園市桃園區永安路1186號
45707 >>> 桃園市桃園區民生路562號
45708 >>> 桃園市桃園區中華路133號
45709 >>> 桃園市蘆竹區南崁路201號
45722 >>> 南投縣南投市復興路149號
45724 >>> 台中市太平區中興東路230號
45728 >>> 苗栗縣竹南鎮光復路250號
45729 >>> 台中市東區十甲路136號
45731 >>> 南投縣南投市復興路542之1號
45758 >>> 新竹縣竹東鎮長春路一段292號
45761 >>> 新竹市北區東大路三段578號
45765 >>> 新竹市東區埔頂路112號
45767 >>> 新竹縣竹東鎮東寧路一段69號
45768 >>> 苗栗縣頭份市文化街2之6號
45770 >>> 新竹市東區南大路806號
45771 >>> 新竹市北區西大路581號
45773 >>> 新竹市北區竹光路202號
45788 >>> 新竹市東區武昌街58號
45830 >>> 桃園市平鎮區環南路二段23號12樓
45866 >>> 桃園市平鎮區復旦路29號
45919 >>> 新竹縣竹東鎮長春路二段75號
45986 >>> 新竹市東區光復路二段200號
45993 >>> 桃園市八德區福國北街68號
46005 >>> 桃園市蘆竹區忠孝西路62號
46030 >>> 桃園市大園區仁德路101號
46080 >>> 桃園市蘆竹區仁愛路一段502號
46107 >>> 台中市中區繼光街76號
46109 >>> 台中市中區三民路二段33號
46113 >>> 台中市中區福音街31號
46114 >>> 台中市中區成功路316號
46115 >>> 台中市中區台灣大道一段545號
46116 >>> 台中市中區福音街49號
46119 >>> 台中市北區太平路205之1號
46120 >>> 台中市西區中美街150號
46121 >>> 台中市南區台中路188號
46123 >>> 台中市西區中美街370號
46125 >>> 台中市北區民權路351號
46126 >>> 台中市北區西屯路一段347號
46127 >>> 台中市北區美德街234號
46128 >>> 台中市西區忠明南路338號
46130 >>> 台中市北區崇德路一段208號
46132 >>> 台中市西區五權五街113號
46134 >>> 台中市西區精忠街3號
46135 >>> 台中市西區柳川東路二段21號
46137 >>> 台中市中區繼光街106號
46138 >>> 台中市西區昇平里美村路一段320號
46139 >>> 台中市西區向上路一段120號
46140 >>> 台中市西屯區西屯路二段66號
46142 >>> 台中市北區青島路一段56號
46143 >>> 台中市西屯區西屯路二段89號
46144 >>> 台中市中區成功路104號
46145 >>> 台中市東區大智路448號
46147 >>> 台中市西區向上路一段120號
46148 >>> 台中市中區中山路44號
46149 >>> 台中市中區三民路三段59號
46150 >>> 台中市北區太平路34號
46151 >>> 台中市西區向上路一段48號
46152 >>> 台中市西區向上路一段365號
46153 >>> 台中市西區向上路一段190號
46154 >>> 台中市北區北平路二段111號
46155 >>> 台中市西區向上路一段307巷3號
46156 >>> 台中市北區一中街116巷1號
46158 >>> 台中市中區公園路2之8號
46159 >>> 台中市東區十甲路233號
46160 >>> 台中市北區三民路三段372號
46161 >>> 台中市南區復興路一段466號
46162 >>> 台中市南屯區南屯路二段46號
46163 >>> 台中市北屯區北平路三段29號
46164 >>> 台中市南區合作街307號
46165 >>> 台中市北區進化路475號
46166 >>> 台中市大里區永隆路218號
46167 >>> 台中市西區向上路一段365號
46170 >>> 台中市西屯區大墩路949-3號
46171 >>> 台中市北區進化路398號
46173 >>> 台中市北屯區昌平路一段103號
46174 >>> 台中市東區進化路199-4號
46176 >>> 台中市大里區益民路二段371巷4號
46177 >>> 台中市南區五權南路273號
46180 >>> 台中市西屯區西屯路二段285之2號
46185 >>> 台中市北區梅川西路三段92號
46187 >>> 台中市北屯區昌平路二段3之15號
46188 >>> 台中市北屯區中清路二段506號
46191 >>> 台中市南屯區五權西路二段393號
46193 >>> 台中市大里區塗城路414號
46196 >>> 台中市大里區立仁路67號
46198 >>> 台中市東區精武東路204號
46199 >>> 台中市南屯區五權西路二段500號
46200 >>> 台中市南屯區大墩路902號
46201 >>> 台中市大里區文化街187號
46203 >>> 台中市北屯區昌平路二段3之5號
46208 >>> 台中市南屯區黎明路一段36號
46209 >>> 台中市潭子區潭子街二段72號
46210 >>> 台中市北屯區松竹路一段933號
46213 >>> 台中市大雅區雅潭路四段606號
46217 >>> 台中市烏日區長春街402號
46218 >>> 台中市霧峰區中正路820號
46221 >>> 台中市南區文心南路683號
46226 >>> 台中市龍井區新興路110號
46227 >>> 台中市大肚區遊園路二段106號
46229 >>> 台中市豐原區三民路105-1號
46232 >>> 台中市豐原區府前街94號
46234 >>> 台中市龍井區遊園南路284號
46235 >>> 台中市沙鹿區四平街37-1號
46237 >>> 台中市豐原區三民路211號
46239 >>> 台中市大肚區太平路12號1樓
46242 >>> 台中市龍井區沙田路六段307號
46243 >>> 台中市豐原區西勢路102號
46245 >>> 台中市沙鹿區福至路37號
46246 >>> 台中市外埔區甲后路三段807號
46248 >>> 台中市大甲區義和三街179號
46249 >>> 台中市豐原區博愛街43巷29號
46253 >>> 台中市東區精武東路93號
46254 >>> 台中市東勢區第三橫街67號
46256 >>> 台中市東勢區豐勢路29號
46257 >>> 台中市大甲區經國路412號
46258 >>> 台中市東勢區第三橫街106號
46261 >>> 彰化縣彰化市金馬路二段278號
46263 >>> 台中市大甲區光明路172號
46264 >>> 台中市大甲區新政路106號
46265 >>> 台中市大甲區文武路197-3號
46268 >>> 台中市南區文心南路706號
46269 >>> 台中市南區高工二街19號
46270 >>> 台中市南區忠孝路55巷8號
46271 >>> 台中市南區興大路410號
46272 >>> 台中市南區信義南街313號
46273 >>> 台中市南區光輝街50號
46275 >>> 台中市南區忠明南路759巷14號
46277 >>> 台中市南區瑞豐街2號
46279 >>> 台中市東區台中路93號
46285 >>> 台中市東區大智路90號
46287 >>> 台中市東區精武東路93號
46290 >>> 台中市東區長福東街29號
46298 >>> 台中市北區進化路384號
46299 >>> 台中市大里區東榮路332號
46304 >>> 台中市太平區太平路667號
46305 >>> 台中市太平區太平路641號
46306 >>> 台中市太平區太平路575號
46313 >>> 台中市太平區太平路575號
46316 >>> 台中市南屯區萬和路一段97號
46317 >>> 台中市太平區中興路116號
46320 >>> 台中市太平區長億路12-1號
46323 >>> 台中市大里區中興路二段392之3號
46325 >>> 台中市南屯區永春路10-1號
46328 >>> 台中市大里區立仁路42-7號
46330 >>> 台中市烏日區溪南路一段190號
46331 >>> 台中市太平區太平路189號
46335 >>> 台中市南屯區南光路11號
46337 >>> 台中市南屯區永春南路25號
46341 >>> 台中市太平區建興北路
46343 >>> 台中市大里區新南路46號
46349 >>> 台中市北屯區大連路一段30號
46350 >>> 台中市北屯區北屯路178之4號
46359 >>> 台中市神岡區神岡路23號
46361 >>> 台中市沙鹿區鎮南路一段375號
46363 >>> 台中市西屯區福科路368號
46365 >>> 台中市大雅區雅環路二段101-2號
46366 >>> 台中市神岡區民生路6-2號
46367 >>> 台中市龍井區中央路三段186-1號
46368 >>> 台中市神岡區大裡街121號
46372 >>> 台中市北區北興街306號
46377 >>> 台中市清水區中央北路3-28號
46382 >>> 嘉義市東區光華路109號
46383 >>> 台中市西區公益路174巷201號
46389 >>> 台中市西屯區長安路二段119號
46392 >>> 台中市西屯區中清路151之15號
46394 >>> 台中市西屯區福順路213號
46397 >>> 台中市北屯區松山街51號
46400 >>> 台中市潭子區雅潭路三段東寶巷39號
46402 >>> 台中市豐原區府前街150號
46404 >>> 台中市梧棲區中和街166號
46406 >>> 台中市豐原區豐勢路
46407 >>> 台中市清水區中華路609號
46409 >>> 台中市北屯區北平路三段29號
46412 >>> 台中市北區東成二街
46413 >>> 台中市北區賴厝街56號
46415 >>> 台中市北區精武路438號
46416 >>> 台中市北屯區水湳路
46417 >>> 台中市北區進化北路151號
46418 >>> 台中市北屯區熱河路一段73號
46419 >>> 台中市北屯區大連路一段106號
46421 >>> 台中市北屯區中清路64之2號
46422 >>> 台中市北屯區松竹路二段213號
46423 >>> 台中市北屯區景賢路241號
46427 >>> 台中市北屯區敦化路一段455號
46437 >>> 台中市大里區立仁路79號
46441 >>> 台中市大肚區沙田路一段480號
46442 >>> 台中市清水區鎮新南路50號
46443 >>> 台中市沙鹿區屏西路353號
46446 >>> 台中市龍井區中央路一段27號
46456 >>> 台中市南屯區五權西路二段82號
46464 >>> 台中市龍井區遊園南路450巷32號
46466 >>> 台中市大里區中興路一段泉水巷369-1號
46477 >>> 台中市神岡區和睦路一段373號
46478 >>> 台中市豐原區三豐路836巷21號
46479 >>> 台中市北屯區東山路一段291之3號
46487 >>> 台中市北屯區瀋陽路三段284號
46492 >>> 台中市大雅區大雅路40號
46494 >>> 台中市豐原區成功路216號
46498 >>> 台中市烏日區中山路二段249號
46508 >>> 台中市西屯區中清路180巷50弄17號
46512 >>> 台中市大雅區中清路三段16巷17號
46522 >>> 台中市東勢區豐勢路576號
46526 >>> 台中市豐原區三豐路二段3號
46527 >>> 台中市豐原區信義街37號
46528 >>> 台中市豐原區中山路281號
46529 >>> 台中市豐原區南陽路258號
46531 >>> 台中市豐原區田心路二段235號
46532 >>> 台中市豐原區育英路171號
46533 >>> 台中市豐原區合作街153之4號
46535 >>> 台中市豐原區三民路211號
46539 >>> 台中市豐原區社皮路177號
46540 >>> 台中市豐原區鎌村路328號
46541 >>> 台中市豐原區復興路126號
46542 >>> 台中市神岡區五權路10號
46546 >>> 台中市新社區中和街四段48號
46548 >>> 台中市新社區東新路二段51號
46552 >>> 台中市潭子區福潭路42號
46553 >>> 台中市大里區中興路二段815號
46554 >>> 台中市太平區中平路161號
46555 >>> 台中市太平區中興路190號
46560 >>> 台中市太平區中山路四段242巷48弄26號
46569 >>> 台中市清水區海濱路169-2號
46580 >>> 台中市霧峰區中正路984號
46581 >>> 台中市霧峰區中正路640之1號
46583 >>> 台中市大里區塗城路174號
46587 >>> 台中市大里區東里路24號
46588 >>> 台中市烏日區太明路339號
46589 >>> 台中市大里區中興路一段2巷163號
46591 >>> 台中市大里區立仁三路17巷41號
46594 >>> 台中市大里區新光路6號
46599 >>> 台中市大里區永隆三街92號
46602 >>> 南投縣草屯鎮太平路二段215號
46603 >>> 南投縣草屯鎮中正路851號
46605 >>> 彰化縣芬園鄉芬草路一段
46616 >>> 台中市大里區德芳路一段231巷6號
46618 >>> 台中市大里區成功二路93號
46636 >>> 台中市龍井區中央路二段2巷1號
46637 >>> 台中市沙鹿區中山路158-1號
46641 >>> 彰化縣彰化市中山路三段48號
46645 >>> 台中市大肚區育樂街8號
46646 >>> 台中市大肚區育樂街1號
46648 >>> 台中市大肚區仁德路103號
46650 >>> 台中市潭子區圓通南路213號
46651 >>> 台中市潭子區潭興路二段200巷10號
46652 >>> 台中市潭子區大豐路二段100巷28號
46653 >>> 台中市后里區四村路146號
46660 >>> 台中市大雅區中正路188之12號
46661 >>> 台中市后里區甲后路455號
46670 >>> 台中市大雅區民生路一段128號
46676 >>> 台中市外埔區甲后路257號
46682 >>> 台中市東勢區豐勢路537號
46683 >>> 台中市神岡區神清路178之3號
46684 >>> 台中市東勢區豐勢路286號
46687 >>> 台中市大甲區和平路279號
46695 >>> 台中市后里區中興街64號
46696 >>> 台中市大甲區文武路197之3號
46697 >>> 台中市大甲區新政路285號
46698 >>> 台中市大甲區新政路259號
46703 >>> 台中市大甲區大發路
46706 >>> 台中市石岡區豐勢路817-6號
46707 >>> 台中市石岡區豐勢路505之6號
46708 >>> 台中市東勢區豐勢路576號
46709 >>> 台中市東勢區豐勢路152號
46716 >>> 苗栗縣卓蘭鎮中正路179之2號
46723 >>> 台中市清水區新興路216號
46724 >>> 雲林縣東勢鄉東勢西路6號
46725 >>> 雲林縣東勢鄉東榮路49號
46730 >>> 台中市清水區北寧街39-6號
46734 >>> 台中市神岡區中山路539號
46737 >>> 台中市大雅區大榮街106巷3號
46740 >>> 台中市沙鹿區中山路135之3號
46741 >>> 台中市沙鹿區大同街27-2號
46742 >>> 台中市沙鹿區中山路332號
46743 >>> 台中市沙鹿區晉文路286巷26號
46744 >>> 台中市沙鹿區大同街31號
46746 >>> 台中市沙鹿區四平街37之1號
46747 >>> 台中市沙鹿區光大路32-5號
46749 >>> 台中市沙鹿區自強路149號
46751 >>> 台中市清水區新興路156號
46753 >>> 台中市清水區五權路60號
46756 >>> 台中市龍井區中山二路一段74號
46769 >>> 台中市大雅區建興路109號
46771 >>> 台中市大雅區民生路四段139巷六弄5號
46784 >>> 台中市南區忠孝路55巷8號
46785 >>> 台中市清水區高美路273之20號
46800 >>> 台中市沙鹿區台灣大道七段783號
46802 >>> 台中市大甲區信義路291號
46805 >>> 台中市梧棲區文昌路652號
46817 >>> 台中市龍井區茄投路126號
46818 >>> 台中市龍井區台灣大道五段7號
46825 >>> 彰化縣福興鄉沿海路四段567號
46826 >>> 台中市大安區中山南路247號
46832 >>> 台中市西屯區成都路101之10號
46837 >>> 雲林縣斗南鎮中山路39號
46838 >>> 彰化縣二林鎮二溪路六段558號
46858 >>> 嘉義市西區北社尾路226巷60號
46892 >>> 台中市東區一心街409號
46908 >>> 彰化縣和美鎮永樂路89號
46909 >>> 台中市北屯區豐樂路16-44號
46921 >>> 台中市大里區永隆一街22號1樓
46926 >>> 彰化縣芬園鄉民族路382號
46930 >>> 南投縣草屯鎮育英街172號
46932 >>> 彰化縣溪湖鎮彰水路三段302號
46941 >>> 雲林縣斗六市成功路206號
46947 >>> 彰化縣彰化市泰和中街51號
46950 >>> 彰化縣彰化市茄南街42號
46954 >>> 彰化縣鹿港鎮中山南路43號
46955 >>> 彰化縣彰化市公園路一段95號
46963 >>> 苗栗縣大湖鄉民族路24號
46984 >>> 彰化縣伸港鄉新港路378號
46985 >>> 彰化縣彰化市彰新路一段41號
47035 >>> 苗栗縣苗栗市東海街15號4樓
47036 >>> 彰化縣田中鎮中州路一段393號
47064 >>> 台中市西屯區河南路一段160號
47081 >>> 台中市北區博館路1號
47136 >>> 台中市南區復興路一段319-26號
47170 >>> 台中市沙鹿區中山路378巷22號
47278 >>> 台中市西區美村路一段364號
47293 >>> 台中市南屯區河南路4段690巷3號1樓
47294 >>> 台中市西區英才路508號
47296 >>> 台中市西區公益路68號1樓
47298 >>> 台中市西區英才路510號B1樓
47299 >>> 台中市西區台灣大道二段459號2樓
47300 >>> 台中市烏日區新興路487號
47301 >>> 台中市西屯區漢口路二段223號
47302 >>> 台中市西區英才路508號1樓122室
47303 >>> 台中市南區國光路250號
47305 >>> 台中市霧峰區柳豐路500號
47317 >>> 台中市南屯區大墩路468號
47348 >>> 台中市大里區大里街29-3號
47351 >>> 台中市大里區塗城路1059號
47352 >>> 台中市大里區德芳南路280號13樓之1
47353 >>> 台中市大里區甲園街25號
47371 >>> 台中市南屯區大墩十四街301號
47376 >>> 台中市南屯區永春東路598號
47381 >>> 台中市南屯區永春東路357號4樓之5
47384 >>> 台中市龍井區遊園北路336巷16號
47395 >>> 彰化縣彰化市中正路一段79號
47397 >>> 台中市西屯區台灣大道四段1086號
47401 >>> 彰化縣社頭鄉社斗路一段514號
47402 >>> 彰化縣彰化市中正路二段146號
47403 >>> 台中市西屯區台灣大道四段1086號
47411 >>> 台中市大甲區文武路76-1號
47413 >>> 苗栗縣苑裡鎮建國路9號
47420 >>> 台中市神岡區中山路1363-1號
47422 >>> 台中市神岡區大裡街107號
47432 >>> 南投縣草屯鎮虎山路679號
47435 >>> 彰化縣員林市林森路332號
47436 >>> 彰化縣彰化市三民路206號
47437 >>> 台中市梧棲區東建路41號
47439 >>> 台中市梧棲區中央路一段859-1號
47440 >>> 台中市梧棲區自強三街59號
47441 >>> 台中市梧棲區八德路120號
47443 >>> 台中市沙鹿區北勢東路472號
47444 >>> 台中市西屯區洛陽路142號
47446 >>> 台中市豐原區圓環南路121號
47447 >>> 台中市大甲區中山路一段898巷92號
47458 >>> 台中市大肚區沙田路二段772號
47460 >>> 台中市西屯區台灣大道四段1086號1樓117室
47461 >>> 台中市北屯區崇德路二段25號
47462 >>> 雲林縣斗南鎮同安街1號
47465 >>> 台中市大肚區沙田路一段702號
47501 >>> 台中市清水區中山路501-1號
47512 >>> 彰化縣彰化市永安街303號
47522 >>> 台中市大甲區順天路159號
47525 >>> 台南市南區灣裡路211巷
47526 >>> 台南市南區金華路一段268號
47527 >>> 台南市南區明興路110號
47528 >>> 台南市南區金華路二段348號
47529 >>> 台南市南區新興路507號
47530 >>> 台南市南區健康路二段266號
47531 >>> 台南市南區明興路1265號
47532 >>> 台南市南區南寧街196號
47533 >>> 台南市南區金華路一段484巷28號
47535 >>> 台南市南區西門路一段362號
47536 >>> 台南市南區利南街94號
47538 >>> 台南市中西區永福路二段21號
47540 >>> 台南市南區灣裡路465號
47541 >>> 台南市南區金華路一段185號
47545 >>> 台南市中西區府前路二段166號
47546 >>> 台南市中西區金華路三段11號
47547 >>> 台南市東區大同路二段219號
47548 >>> 台南市東區東門路一段109號
47551 >>> 台南市東區崇道路47號
47554 >>> 台南市南區大同路二段512號
47556 >>> 台南市中西區民生路一段78號
47560 >>> 台南市中西區金華路四段156號
47562 >>> 台南市中西區臨安路一段216號
47563 >>> 台南市東區崇善路576號
47564 >>> 台南市安平區安平路94號
47565 >>> 台南市安平區民權路四段333號
47566 >>> 台南市東區崇善路241號
47567 >>> 台南市東區中華東路二段133巷35號
47568 >>> 台南市東區德東街252號
47569 >>> 台南市北區小東路295之2號
47570 >>> 台南市北區開元路206號
47572 >>> 台南市北區公園路219號
47573 >>> 台南市中西區中華西路二段769號
47574 >>> 台南市北區中華北路一段105巷63號
47575 >>> 高雄市茄萣區白砂路235巷7號
47577 >>> 台南市北區育賢街327號
47578 >>> 台南市北區立賢路一段553號
47583 >>> 台南市北區公園路744號
47584 >>> 台南市永康區中華一路96號
47585 >>> 台南市北區公園路595-15號
47586 >>> 台南市北區開元路93號
47590 >>> 台南市仁德區仁義路42號
47592 >>> 台南市仁德區太子路689巷33號
47594 >>> 台南市北區文成二路229號2樓
47595 >>> 台南市永康區中山南路544巷19號
47597 >>> 台南市永康區中山南路162-6號
47601 >>> 台南市仁德區太子路689巷33號
47602 >>> 台南市安南區北安路二段63巷19號
47603 >>> 台南市永康區永華路99號
47606 >>> 台南市北區開元路200號
47607 >>> 台南市歸仁區中山路二段207號
47609 >>> 台南市安南區安中路一段791號
47610 >>> 台南市永康區仁愛街3之1號
47614 >>> 台南市歸仁區中山路三段54號
47615 >>> 台南市永康區大灣東路36號
47617 >>> 台南市永康區永明街86號
47620 >>> 台南市安南區安和路五段303號
47622 >>> 台南市新化區中正路335-1號
47624 >>> 台南市新化區太平街170-1號
47627 >>> 台南市新化區仁愛街54號
47629 >>> 台南市中西區青年路75號
47631 >>> 台南市北區文賢路232號
47636 >>> 台南市中西區民族路二段115號
47638 >>> 台南市北區和緯路二段492號
47640 >>> 台南市東區東興路330號
47642 >>> 台南市北區育賢街275號1樓
47645 >>> 台南市永康區小東路617號
47651 >>> 台南市安南區安和路四段315號
47653 >>> 台南市佳里區和平街188號
47655 >>> 台南市佳里區新生路316號
47657 >>> 台南市東區東光路二段28號
47659 >>> 台南市安南區大安街76號
47660 >>> 台南市麻豆區中山路68號
47662 >>> 台南市麻豆區中山路102號
47664 >>> 台南市新市區華興街37號
47669 >>> 台南市下營區中山路一段96號
47675 >>> 台南市新營區明清街54號
47677 >>> 台南市新營區民權路64-2號
47681 >>> 台南市佳里區佳北路416號
47682 >>> 台南市新營區中正路57之50號
47691 >>> 台南市西港區新興街103-1號
47692 >>> 台南市永康區中華路624號
47693 >>> 台南市鹽水區中正路154之1號
47694 >>> 台南市東區東興路20巷65號
47695 >>> 台南市東區利東街16號
47707 >>> 台南市永康區大仁街9號
47708 >>> 台南市永康區民族路213號
47710 >>> 台南市歸仁區中正南路一段633號
47714 >>> 台南市安平區平通路441號
47715 >>> 台南市安南區安和路五段56號
47717 >>> 台南市安南區安和路五段337號
47721 >>> 台南市安南區長和路四段420號
47724 >>> 台南市新市區中正路307號
47725 >>> 台南市新市區仁愛街236號
47726 >>> 台南市善化區中山路143-9號
47727 >>> 台南市北區西門路三段272號
47728 >>> 台南市佳里區光復路138號
47729 >>> 台南市西港區新興街93號
47730 >>> 台南市新市區勝利街33號
47731 >>> 台南市麻豆區仁愛路21號
47733 >>> 台南市佳里區佳西路138號
47734 >>> 台南市麻豆區平等路83號
47735 >>> 台南市麻豆區興中路30號
47738 >>> 台南市麻豆區光復路45號
47739 >>> 台南市佳里區延平路298號
47740 >>> 台南市學甲區中山路133號
47741 >>> 台南市六甲區復興街64號
47742 >>> 台南市六甲區民生街102號
47744 >>> 台南市白河區新富街8號
47745 >>> 台南市鹽水區蔦松路42號
47748 >>> 台南市玉井區中正路230號
47756 >>> 台南市六甲區民生街56號
47757 >>> 台南市六甲區復興街78巷19號
47758 >>> 台南市六甲區中正路611號
47759 >>> 台南市六甲區珊瑚路57號
47761 >>> 高雄市六龜區維新街21號
47762 >>> 高雄市六龜區維新街29號
47763 >>> 台南市歸仁區中山路三段109號
47764 >>> 台南市歸仁區信義南路18號
47765 >>> 台南市歸仁區崙頂街50號
47766 >>> 台南市歸仁區中山路二段80號
47769 >>> 台南市歸仁區仁愛北街
47771 >>> 台南市永康區復興路360號
47772 >>> 台南市關廟區南雄路一段1161號
47774 >>> 台南市關廟區南雄路二段117號
47779 >>> 台南市仁德區民安路一段32號
47798 >>> 台南市安南區安中路一段189巷91號
47799 >>> 台南市安南區海佃路二段571號
47807 >>> 台南市安南區國安街11號
47812 >>> 台南市安南區安富街378號
47821 >>> 台南市安南區長溪路一段141號
47823 >>> 台南市永康區中正南路801號
47824 >>> 台南市鹽水區中正路65號
47841 >>> 台南市安南區安和路二段283號1樓
47842 >>> 台南市安南區長溪路三段443號
47843 >>> 台南市安南區城北路40號
47844 >>> 台南市安南區安和路一段336號
47845 >>> 台南市安南區海佃路二段590號
47849 >>> 台南市安南區安和路一段336號
47852 >>> 台南市西港區新興街74號
47855 >>> 台南市西港區慶安路96號
47863 >>> 台南市安南區本原街三段159號
47868 >>> 台南市永康區中正路95號
47869 >>> 台南市永康區中山南路387號
47870 >>> 台南市永康區忠孝路479號
47871 >>> 台南市永康區大灣東路603號
47872 >>> 台南市永康區富強路一段80號
47873 >>> 台南市永康區仁愛街58號
47874 >>> 台南市永康區中山南路162之6號
47875 >>> 台南市永康區復國路52號
47877 >>> 台南市永康區復華七街177號
47878 >>> 台南市永康區中山南路668號
47879 >>> 台南市永康區永華路220號
47883 >>> 台南市關廟區南雄路二段118號
47885 >>> 台南市關廟區勝利街8巷
47898 >>> 台南市新營區新進路二段352號
47906 >>> 台南市官田區勝利路136號
47909 >>> 台南市下營區中正南路176號
47910 >>> 台南市下營區九分街30號
47913 >>> 台南市善化區大成路308號
