 編號		店家名稱
23683 >>> 台南市安定區安定262之22號
23686 >>> 台南市七股區154-1號
23687 >>> 台南市將軍區西華村5鄰西華67-23號
23690 >>> 台南市安定區32之1號
23697 >>> 台南市將軍區49之8號
23701 >>> 台南市七股區大珵里272號
23703 >>> 台南市七股區296 號
23708 >>> 台南市學甲區中正路318號
23709 >>> 台南市將軍區鯤鯓里212號
23710 >>> 台南市北門區永隆里北門1號
23712 >>> 台南市北門區841-1號
23713 >>> 台南市北區976號
23714 >>> 嘉義縣布袋鎮
23719 >>> 台南市北門區
23723 >>> 台南市新營區太子宮142之34號
23725 >>> 台南市鹽水區110之19號
23738 >>> 台南市後壁區15號
23739 >>> 台南市後壁區79號
23740 >>> 台南市後壁區後壁71號
23741 >>> 台南市後壁區墨林里菁寮346號
23742 >>> 台南市後壁區福安里下寮102-16號
23743 >>> 台南市後壁區號
23744 >>> 台南市後壁區新厝街69號
23746 >>> 台南市後壁區新厝街72號
23747 >>> 台南市後壁區安里200號
23749 >>> 台南市後壁區
23759 >>> 台南市東山區東山里235號
23761 >>> 台南市白河區24之1號
23766 >>> 台南市白河區內角里2號
23767 >>> 台南市鹽水區後厝70號
23772 >>> 嘉義縣義竹鄉
23774 >>> 嘉義縣太保市
23778 >>> 台南市白河區
23779 >>> 嘉義縣水上鄉1500號
23780 >>> 嘉義縣布袋鎮86號之1
23783 >>> 嘉義縣水上鄉
23785 >>> 嘉義市西區
23788 >>> 嘉義縣布袋鎮
23789 >>> 嘉義縣中埔鄉和興村後庄17鄰39巷167號
23791 >>> 嘉義縣朴子市松華里牛挑灣351號
23801 >>> 嘉義市西區博愛路二段461號B1
23811 >>> 嘉義縣太保市
23813 >>> 嘉義縣布袋鎮大寮207號1樓
23814 >>> 台南市白河區
23817 >>> 嘉義縣水上鄉十一指厝144號
23821 >>> 嘉義縣水上鄉
23845 >>> 台南市新市區環西路1段3號4樓
23849 >>> 嘉義縣大埔鄉
23851 >>> 嘉義縣布袋鎮永安里大寮207號1樓
23860 >>> 台南市新市區民權路52號
23869 >>> 台南市安定區海寮路10號
23945 >>> 高雄市苓雅區光華一路148之19號
23956 >>> 高雄市前金區中正四路192-1號
23989 >>> 高雄市苓雅區青年一路261號
23990 >>> 高雄市苓雅區五福一路67號
24130 >>> 高雄市前金區自強一路60號1樓
24152 >>> 高雄市前金區五福三路122號
24193 >>> 高雄市前鎮區新光路21號
24248 >>> 高雄市前鎮區三多三路217號
24275 >>> 高雄市仁武區永宏巷2號
24298 >>> 高雄市仁武區仁德巷68號
24351 >>> 高雄市鼓山區鼓山二路43號
24392 >>> 高雄市鳳山區武營路361號
24426 >>> 高雄市三民區明誠一路358號
24455 >>> 高雄市三民區大豐二路203號
24458 >>> 高雄市三民區黃興路168號
24464 >>> 高雄市三民區明賢街38號
24532 >>> 高雄市鼓山區
24558 >>> 高雄市小港區
24578 >>> 高雄市鳳山區
24633 >>> 高雄市鼓山區美明路116號
24640 >>> 高雄市鼓山區九如四路687,689號
24705 >>> 高雄市楠梓區
24725 >>> 高雄市楠梓區高南公路1764-1號
24733 >>> 高雄市楠梓區內環南路110號
24738 >>> 高雄市楠梓區新昌街39-1號
24777 >>> 高雄市橋頭區
24779 >>> 高雄市左營區
24845 >>> 高雄市小港區中山四路
24848 >>> 高雄市小港區康莊路183號
24870 >>> 高雄市小港區桂陽路210號
24932 >>> 高雄市路竹區中山路711號
24954 >>> 高雄市岡山區成功路97號
24994 >>> 高雄市岡山區竹圍東街167號
25012 >>> 高雄市岡山區中山北路158號一樓
25013 >>> 高雄市岡山區介壽路10巷25弄9-15號
25022 >>> 高雄市岡山區
25060 >>> 高雄市左營區站前北路1號
25064 >>> 高雄市左營區曾子路501號
25072 >>> 高雄市左營區高鐵路115號
25087 >>> 高雄市左營區孟子路365號一樓
25129 >>> 高雄市楠梓區興楠路354號
25194 >>> 高雄市燕巢區橫山路59號
25209 >>> 高雄市楠梓區德賢路382號
25223 >>> 高雄市大樹區溪埔路369號
25332 >>> 高雄市大寮區
25357 >>> 屏東縣東港鎮朝隆路54-6號
25386 >>> 高雄市大寮區萬丹路545號
25399 >>> 屏東縣東港鎮鎮海路1-100號
25405 >>> 屏東縣東港鎮長春一路93號
25412 >>> 高雄市鳳山區
25440 >>> 高雄市三民區
25443 >>> 高雄市桃源區南進巷182號
25446 >>> 高雄市那瑪夏區平和巷164號
25456 >>> 高雄市鳥松區學堂路91-1號
25467 >>> 高雄市鳳山區鳳北路63號
25488 >>> 嘉義縣番路鄉隙頂52-11號
25489 >>> 嘉義縣竹崎鄉22-19
25490 >>> 嘉義縣竹崎鄉中和村石棹22-19號
25491 >>> 嘉義縣阿里山鄉2鄰東53號
25494 >>> 嘉義縣竹崎鄉灣橋村石麻園38號一樓
25505 >>> 高雄市茂林區茂林林道86號
25511 >>> 屏東縣鹽埔鄉光復路89號
25521 >>> 屏東縣鹽埔鄉三民路80-1號
25539 >>> 高雄市大樹區實踐路61號
25545 >>> 屏東縣九如鄉九如路二段173-1號
25547 >>> 高雄市大樹區
25548 >>> 屏東縣屏東市勝利路197之6、7號
25552 >>> 屏東縣屏東市建民路63號
25595 >>> 台南市中西區中正路240號
15597 >>> 台北市中正區博愛路77號3樓
15669 >>> 台北市中正區汀州路二段216號1樓
15678 >>> 台北市中正區中山南路11號1樓
15707 >>> 台北市中正區館前路36號
15714 >>> 台北市中正區新生南路一段62號
15729 >>> 台北市中正區忠孝西路一段47號
15747 >>> 台北市中正區羅斯福路四段60號2樓
15816 >>> 台北市中山區龍江路201號1樓
15826 >>> 新北市中和區中山路二段295號
15859 >>> 台北市萬華區中華路二段666-12號B1
15864 >>> 台北市萬華區環河南路二段96號1樓
15885 >>> 台北市萬華區漢口街二段22號
15886 >>> 台北市萬華區萬大路486巷59弄1號1樓
15890 >>> 台北市萬華區康定路229號1樓
15893 >>> 台北市萬華區西園路一段159號
15904 >>> 台北市萬華區西園路一段170號1樓
15911 >>> 台北市萬華區康定路６０號１樓
15913 >>> 台北市萬華區興義街41號1樓
15920 >>> 台北市萬華區成都路71號1樓
15928 >>> 台北市萬華區萬大路493巷48弄23-4號
15934 >>> 台北市中正區中華路二段311巷1號1樓
15952 >>> 台北市中正區延平南路133巷6號
