編號		地址
42134 >>> 台南市新營區復興路150-3號
42135 >>> 台南市新營區民生路172號
42759 >>> 台東縣台東市新生路429號
41345 >>> 台中市新社區中和街五段13號
41957 >>> 台南市新市區復興路213、215號
40698 >>> 新北市新莊區中原東路196號
40678 >>> 新北市新莊區中港路526號
40712 >>> 新北市新莊區幸福路501號
40251 >>> 新北市新莊區新泰路85號
40443 >>> 新北市新莊區建中街62號
40713 >>> 新北市新莊區建國一路53號
40338 >>> 新北市新莊區民安路188巷5號之2
40663 >>> 新北市新莊區化成路71號
40716 >>> 新北市新莊區後港一路68號
40240 >>> 新北市新莊區公園路129號
40339 >>> 新北市新莊區中正路893巷2之1號
40718 >>> 新北市新莊區中正路510號
40237 >>> 新北市新莊區豐年街21號
40717 >>> 新北市新莊區民安西路135號、137號
40709 >>> 新北市新莊區民安西路309號
40702 >>> 新北市新莊區中和街188號
42328 >>> 高雄市新興區復興一路80號
41949 >>> 台南市新化區忠孝路198-7、202號
41906 >>> 台南市新化區中正路540-1、540-2號
40353 >>> 新北市新店區安康路二段133號
40355 >>> 新北市新店區安康路二段120號1樓
40352 >>> 新北市新店區三民路42-1號
40291 >>> 新北市新店區中正路199號
40087 >>> 新北市新店區建國路210號
40289 >>> 新北市新店區北宜路一段16號
40083 >>> 新北市新店區中正路12號
40377 >>> 新北市新店區中正路700巷1號B1
40346 >>> 新北市新店區北新路一段181號
40351 >>> 新北市新店區北宜路二段82號
41101 >>> 新竹縣新豐鄉振興街7號
40177 >>> 新北市板橋區文化路１段360號
42470 >>> 高雄市小港區山明路112、116、118號
42337 >>> 高雄市小港區宏平路152號
42543 >>> 高雄市小港區康莊路80號
42547 >>> 高雄市小港區店北路159號
42469 >>> 高雄市小港區小港路150之3號
42119 >>> 台南市學甲區華宗路501號
42060 >>> 台南市下營區中山路１段250號
40147 >>> 新北市汐止區忠孝東路429-433號1-3樓
40304 >>> 新北市汐止區中興路168號B1
40290 >>> 新北市汐止區莊敬街130號1樓
40127 >>> 新北市汐止區建成路58號
40288 >>> 新北市汐止區康寧街430號1樓
40024 >>> 新北市汐止區龍安路28巷6號
40145 >>> 新北市汐止區大同路三段190號1樓
42010 >>> 台南市西港區新興街8-78號
39539 >>> 台北市萬華區長沙街二段110號
41435 >>> 台中市清水區五權路71號
41436 >>> 台中市清水區鰲新路5號
42435 >>> 高雄市前鎮區和誠街107、117號
42300 >>> 高雄市前鎮區康定路170號
42529 >>> 高雄市橋頭區隆豐路137號
39800 >>> 台北市北投區東華街二段180號B1
